"LINC02589","ANAPC1","","ZNF182","","STS","SH3BGRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373177","","","LINC03098","","","","","","","","","","","","","","","","","","","",""
"LINC02595","ANAPC10","","ZNF185","","SUV39H1","SH3KBP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373178","","","LINC03099","","","","","","","","","","","","","","","","","","","",""
"LINC02601","ANAPC11","","ZNF275","","SYAP1","SHROOM2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373180","","","LL0XNC01-250H12.3","","","","","","","","","","","","","","","","","","","",""
"LINC03053","ANAPC13","","ZNF280C","","SYN1","SHROOM4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373182","","","LOC100126447","","","","","","","","","","","","","","","","","","","",""
"LINC03070","ANAPC15","","ZNF41","","SYP","SLC16A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373186","","","LOC100129291","","","","","","","","","","","","","","","","","","","",""
"LINC03098","ANAPC16","","ZNF449","","SYTL4","SLC25A14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373188","","","LOC100132741","","","","","","","","","","","","","","","","","","","",""
"LINC03099","ANAPC2","","ZNF630","","SYTL5","SLC25A43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373190","","","LOC100421746","","","","","","","","","","","","","","","","","","","",""
"LL0XNC01-250H12.3","ANAPC4","","ZNF674","","TAB3","SLC25A5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373191","","","LOC100506790","","","","","","","","","","","","","","","","","","","",""
"LOC100126447","ANAPC5","","ZNF711","","TAF1","SLC25A5-AS1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373193","","","LOC100533997","","","","","","","","","","","","","","","","","","","",""
"LOC100129291","ANAPC7","","ZNF75D","","TAF7L","SLC25A53","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373194","","","LOC101059915","","","","","","","","","","","","","","","","","","","",""
"LOC100132741","ANGEL1","","ZNF81","","TAF9B","SLC35A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373195","","","LOC101060274","","","","","","","","","","","","","","","","","","","",""
"LOC100421746","ANGEL2","","ZRSR2","","TAFAZZIN","SLC6A8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373204","","","LOC101927830","","","","","","","","","","","","","","","","","","","",""
"LOC100506790","ANGPT2","","ZXDA","","TASL","SLC9A6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373205","","","LOC101928128","","","","","","","","","","","","","","","","","","","",""
"LOC100533997","ANGPTL1","","","","TBC1D25","SLC9A7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373239","","","LOC101928201","","","","","","","","","","","","","","","","","","","",""
"LOC101059915","ANGPTL2","","","","TBC1D8B","SMARCA1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373240","","","LOC101928335","","","","","","","","","","","","","","","","","","","",""
"LOC101060274","ANK1","","","","TBL1X","SMC1A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373242","","","LOC101928359","","","","","","","","","","","","","","","","","","","",""
"LOC101927830","ANK2","","","","TCEAL1","SMIM10L2B-AS1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373244","","","LOC101928380","","","","","","","","","","","","","","","","","","","",""
"LOC101928128","ANK3","","","","TCEAL2","SMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373247","","","LOC101928389","","","","","","","","","","","","","","","","","","","",""
"LOC101928201","ANKAR","","","","TCEAL3","SNX12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373250","","","LOC101928415","","","","","","","","","","","","","","","","","","","",""
"LOC101928335","ANKDD1A","","","","TCEAL4","SPANXA2-OT1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373252","","","LOC101928437","","","","","","","","","","","","","","","","","","","",""
"LOC101928359","ANKEF1","","","","TCEAL5","SPANXN3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373254","","","LOC101928495","","","","","","","","","","","","","","","","","","","",""
"LOC101928380","ANKFY1","","","","TCEAL6","SPIN4-AS1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373282","","","LOC101928627","","","","","","","","","","","","","","","","","","","",""
"LOC101928389","ANKH","","","","TCEAL7","SRPX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373284","","","LOC101928692","","","","","","","","","","","","","","","","","","","",""
"LOC101928415","ANKHD1","","","","TCEAL8","SRPX2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373285","","","LOC101928808","","","","","","","","","","","","","","","","","","","",""
"LOC101928437","ANKIB1","","","","TCEAL9","SSR4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373286","","","LOC101928832","","","","","","","","","","","","","","","","","","","",""
"LOC101928495","ANKK1","","","","TCEANC","STAG2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373287","","","LOC101928833","","","","","","","","","","","","","","","","","","","",""
"LOC101928627","ANKLE1","","","","TENM1","STEEP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373288","","","LOC101928863","","","","","","","","","","","","","","","","","","","",""
"LOC101928692","ANKLE2","","","","TFE3","STK26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373292","","","LOC102723546","","","","","","","","","","","","","","","","","","","",""
"LOC101928808","ANKMY1","","","","THOC2","STS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373293","","","LOC102723911","","","","","","","","","","","","","","","","","","","",""
"LOC101928832","ANKMY2","","","","TIMM17B","SYAP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373294","","","LOC102724150","","","","","","","","","","","","","","","","","","","",""
"LOC101928833","ANKRA2","","","","TIMM8A","SYN1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373296","","","LOC102724491","","","","","","","","","","","","","","","","","","","",""
"LOC101928863","ANKRD10","","","","TIMP1","SYP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373298","","","LOC105373125","","","","","","","","","","","","","","","","","","","",""
"LOC102723546","ANKRD11","","","","TLR7","SYP-AS1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373299","","","LOC105373126","","","","","","","","","","","","","","","","","","","",""
"LOC102723911","ANKRD12","","","","TMEM164","SYTL4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373303","","","LOC105373131","","","","","","","","","","","","","","","","","","","",""
"LOC102724150","ANKRD13A","","","","TMEM185A","SYTL5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373304","","","LOC105373133","","","","","","","","","","","","","","","","","","","",""
"LOC102724491","ANKRD13B","","","","TMEM187","TAB3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373305","","","LOC105373134","","","","","","","","","","","","","","","","","","","",""
"LOC105373125","ANKRD13C","","","","TMEM255A","TAF1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373311","","","LOC105373142","","","","","","","","","","","","","","","","","","","",""
"LOC105373126","ANKRD13D","","","","TMEM31","TAF7L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373312","","","LOC105373146","","","","","","","","","","","","","","","","","","","",""
"LOC105373131","ANKRD16","","","","TMEM35A","TAF9B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373313","","","LOC105373150","","","","","","","","","","","","","","","","","","","",""
"LOC105373133","ANKRD17","","","","TMEM47","TAFAZZIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373320","","","LOC105373151","","","","","","","","","","","","","","","","","","","",""
"LOC105373134","ANKRD18A","","","","TMLHE","TBC1D25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373328","","","LOC105373152","","","","","","","","","","","","","","","","","","","",""
"LOC105373142","ANKRD18B","","","","TMSB15A","TBC1D8B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373331","","","LOC105373153","","","","","","","","","","","","","","","","","","","",""
"LOC105373146","ANKRD20A3","","","","TMSB15B","TBL1X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373332","","","LOC105373155","","","","","","","","","","","","","","","","","","","",""
"LOC105373150","ANKRD20A4","","","","TMSB4X","TCEAL1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373333","","","LOC105373156","","","","","","","","","","","","","","","","","","","",""
"LOC105373151","ANKRD23","","","","TRAPPC2","TCEAL4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373334","","","LOC105373175","","","","","","","","","","","","","","","","","","","",""
"LOC105373152","ANKRD24","","","","TRMT2B","TCEAL8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373335","","","LOC105373176","","","","","","","","","","","","","","","","","","","",""
"LOC105373153","ANKRD26","","","","TRO","TCEAL9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373336","","","LOC105373177","","","","","","","","","","","","","","","","","","","",""
"LOC105373155","ANKRD27","","","","TRPC5","TENM1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373342","","","LOC105373178","","","","","","","","","","","","","","","","","","","",""
"LOC105373156","ANKRD28","","","","TSC22D3","TENT5D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373343","","","LOC105373180","","","","","","","","","","","","","","","","","","","",""
"LOC105373175","ANKRD29","","","","TSPAN6","TEX11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373344","","","LOC105373182","","","","","","","","","","","","","","","","","","","",""
"LOC105373176","ANKRD31","","","","TSPAN7","TEX13A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373345","","","LOC105373186","","","","","","","","","","","","","","","","","","","",""
"LOC105373177","ANKRD33","","","","TSPYL2","TFDP3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373347","","","LOC105373188","","","","","","","","","","","","","","","","","","","",""
"LOC105373178","ANKRD33B","","","","TSR2","TFE3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373348","","","LOC105373190","","","","","","","","","","","","","","","","","","","",""
"LOC105373180","ANKRD34A","","","","TXLNG","TGIF2LX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373349","","","LOC105373191","","","","","","","","","","","","","","","","","","","",""
"LOC105373182","ANKRD35","","","","UBA1","THOC2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373367","","","LOC105373193","","","","","","","","","","","","","","","","","","","",""
"LOC105373186","ANKRD36","","","","UBE2A","TIMM17B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373369","","","LOC105373194","","","","","","","","","","","","","","","","","","","",""
"LOC105373188","ANKRD36B","","","","UBL4A","TIMM8A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373372","","","LOC105373195","","","","","","","","","","","","","","","","","","","",""
"LOC105373190","ANKRD36C","","","","UBQLN2","TIMP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373373","","","LOC105373204","","","","","","","","","","","","","","","","","","","",""
"LOC105373191","ANKRD37","","","","UPF3B","TKTL1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373378","","","LOC105373205","","","","","","","","","","","","","","","","","","","",""
"LOC105373193","ANKRD39","","","","UPRT","TMEM164","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373379","","","LOC105373239","","","","","","","","","","","","","","","","","","","",""
"LOC105373194","ANKRD40","","","","USP11","TMEM187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373383","","","LOC105373240","","","","","","","","","","","","","","","","","","","",""
"LOC105373195","ANKRD42","","","","USP27X","TMEM31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373386","","","LOC105373242","","","","","","","","","","","","","","","","","","","",""
"LOC105373204","ANKRD44","","","","USP51","TMEM47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105373387","","","LOC105373244","","","","","","","","","","","","","","","","","","","",""
"LOC105373205","ANKRD45","","","","USP9X","TMLHE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105377208","","","LOC105373247","","","","","","","","","","","","","","","","","","","",""
"LOC105373239","ANKRD46","","","","UTP14A","TMSB15A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105377209","","","LOC105373250","","","","","","","","","","","","","","","","","","","",""
"LOC105373240","ANKRD49","","","","UXT","TMSB15B-AS1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105377211","","","LOC105373252","","","","","","","","","","","","","","","","","","","",""
"LOC105373242","ANKRD50","","","","VAMP7","TMSB4X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105377212","","","LOC105373254","","","","","","","","","","","","","","","","","","","",""
"LOC105373244","ANKRD52","","","","VBP1","TRMT2B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC105377213","","","LOC105373282","","","","","","","","","","","","","","","","","","","",""
"LOC105373247","ANKRD53","","","","VEGFD","TRPC5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985632","","","LOC105373284","","","","","","","","","","","","","","","","","","","",""
"LOC105373250","ANKRD54","","","","VMA21","TRPC5OS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985634","","","LOC105373285","","","","","","","","","","","","","","","","","","","",""
"LOC105373252","ANKRD6","","","","VSIG4","TSC22D3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985635","","","LOC105373286","","","","","","","","","","","","","","","","","","","",""
"LOC105373254","ANKRD62","","","","WAS","TSPAN6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985646","","","LOC105373287","","","","","","","","","","","","","","","","","","","",""
"LOC105373282","ANKRD65","","","","WASH6P","TSPAN7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985647","","","LOC105373288","","","","","","","","","","","","","","","","","","","",""
"LOC105373284","ANKRD7","","","","WDR13","TSPYL2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985648","","","LOC105373292","","","","","","","","","","","","","","","","","","","",""
"LOC105373285","ANKRD9","","","","WDR44","TSR2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985650","","","LOC105373293","","","","","","","","","","","","","","","","","","","",""
"LOC105373286","ANKS1A","","","","WDR45","TXLNG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985651","","","LOC105373294","","","","","","","","","","","","","","","","","","","",""
"LOC105373287","ANKS1B","","","","WNK3","UBA1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985652","","","LOC105373296","","","","","","","","","","","","","","","","","","","",""
"LOC105373288","ANKS3","","","","WWC3","UBE2A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985653","","","LOC105373298","","","","","","","","","","","","","","","","","","","",""
"LOC105373292","ANKS6","","","","XIAP","UPF3B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985656","","","LOC105373299","","","","","","","","","","","","","","","","","","","",""
"LOC105373293","ANKZF1","","","","XK","UPRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985657","","","LOC105373303","","","","","","","","","","","","","","","","","","","",""
"LOC105373294","ANO10","","","","YIPF6","USP11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985659","","","LOC105373304","","","","","","","","","","","","","","","","","","","",""
"LOC105373296","ANO2","","","","ZBED1","USP26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985662","","","LOC105373305","","","","","","","","","","","","","","","","","","","",""
"LOC105373298","ANO3","","","","ZBTB33","USP51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985664","","","LOC105373311","","","","","","","","","","","","","","","","","","","",""
"LOC105373299","ANO4","","","","ZC3H12B","USP9X","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985666","","","LOC105373312","","","","","","","","","","","","","","","","","","","",""
"LOC105373303","ANO5","","","","ZC4H2","UTP14A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985667","","","LOC105373313","","","","","","","","","","","","","","","","","","","",""
"LOC105373304","ANO8","","","","ZCCHC12","UXT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985669","","","LOC105373320","","","","","","","","","","","","","","","","","","","",""
"LOC105373305","ANOS1","","","","ZCCHC18","VBP1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985670","","","LOC105373328","","","","","","","","","","","","","","","","","","","",""
"LOC105373311","ANP32A","","","","ZDHHC15","VEGFD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985674","","","LOC105373331","","","","","","","","","","","","","","","","","","","",""
"LOC105373312","ANP32B","","","","ZDHHC9","VMA21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985675","","","LOC105373332","","","","","","","","","","","","","","","","","","","",""
"LOC105373313","ANP32E","","","","ZFP92","VSIG1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985676","","","LOC105373333","","","","","","","","","","","","","","","","","","","",""
"LOC105373320","ANTXR2","","","","ZFX","WDR13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985680","","","LOC105373334","","","","","","","","","","","","","","","","","","","",""
"LOC105373328","ANXA10","","","","ZIC3","WDR44","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985681","","","LOC105373335","","","","","","","","","","","","","","","","","","","",""
"LOC105373331","ANXA11","","","","ZMAT1","WDR45","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985683","","","LOC105373336","","","","","","","","","","","","","","","","","","","",""
"LOC105373332","ANXA13","","","","ZMYM3","WNK3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985684","","","LOC105373342","","","","","","","","","","","","","","","","","","","",""
"LOC105373333","ANXA2","","","","ZNF157","WWC3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985686","","","LOC105373343","","","","","","","","","","","","","","","","","","","",""
"LOC105373334","ANXA4","","","","ZNF182","XIAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985687","","","LOC105373344","","","","","","","","","","","","","","","","","","","",""
"LOC105373335","ANXA5","","","","ZNF185","XIST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985688","","","LOC105373345","","","","","","","","","","","","","","","","","","","",""
"LOC105373336","ANXA6","","","","ZNF275","XK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985694","","","LOC105373347","","","","","","","","","","","","","","","","","","","",""
"LOC105373342","ANXA7","","","","ZNF280C","XKRX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985695","","","LOC105373348","","","","","","","","","","","","","","","","","","","",""
"LOC105373343","AOC2","","","","ZNF41","YIPF6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985698","","","LOC105373349","","","","","","","","","","","","","","","","","","","",""
"LOC105373344","AP1AR","","","","ZNF449","ZBTB33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985699","","","LOC105373367","","","","","","","","","","","","","","","","","","","",""
"LOC105373345","AP1B1","","","","ZNF630","ZC3H12B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985700","","","LOC105373369","","","","","","","","","","","","","","","","","","","",""
"LOC105373347","AP1G1","","","","ZNF674","ZC4H2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985703","","","LOC105373372","","","","","","","","","","","","","","","","","","","",""
"LOC105373348","AP1G2","","","","ZNF711","ZCCHC13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985704","","","LOC105373373","","","","","","","","","","","","","","","","","","","",""
"LOC105373349","AP1M1","","","","ZNF75D","ZDHHC15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985705","","","LOC105373378","","","","","","","","","","","","","","","","","","","",""
"LOC105373367","AP1S1","","","","ZNF81","ZDHHC9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985707","","","LOC105373379","","","","","","","","","","","","","","","","","","","",""
"LOC105373369","AP1S2","","","","ZRSR2","ZFX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985708","","","LOC105373383","","","","","","","","","","","","","","","","","","","",""
"LOC105373372","AP1S3","","","","ZXDA","ZIC3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985709","","","LOC105373386","","","","","","","","","","","","","","","","","","","",""
"LOC105373373","AP2A1","","","","ZXDB","ZMAT1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985710","","","LOC105373387","","","","","","","","","","","","","","","","","","","",""
"LOC105373378","AP2A2","","","","","ZMYM3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985713","","","LOC105377208","","","","","","","","","","","","","","","","","","","",""
"LOC105373379","AP2B1","","","","","ZNF157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985714","","","LOC105377209","","","","","","","","","","","","","","","","","","","",""
"LOC105373383","AP2M1","","","","","ZNF182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985715","","","LOC105377211","","","","","","","","","","","","","","","","","","","",""
"LOC105373386","AP2S1","","","","","ZNF185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107985720","","","LOC105377212","","","","","","","","","","","","","","","","","","","",""
"LOC105373387","AP3B1","","","","","ZNF280C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107987331","","","LOC105377213","","","","","","","","","","","","","","","","","","","",""
"LOC105377208","AP3B2","","","","","ZNF41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC107987334","","","LOC107985632","","","","","","","","","","","","","","","","","","","",""
"LOC105377209","AP3D1","","","","","ZNF449","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC112267910","","","LOC107985634","","","","","","","","","","","","","","","","","","","",""
"LOC105377211","AP3M1","","","","","ZNF674","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC112268303","","","LOC107985635","","","","","","","","","","","","","","","","","","","",""
"LOC105377212","AP3M2","","","","","ZNF711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC112268307","","","LOC107985646","","","","","","","","","","","","","","","","","","","",""
"LOC105377213","AP3S1","","","","","ZNF75D","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC122319696","","","LOC107985647","","","","","","","","","","","","","","","","","","","",""
"LOC107985632","AP3S2","","","","","ZNF81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900486","","","LOC107985648","","","","","","","","","","","","","","","","","","","",""
"LOC107985634","AP4B1","","","","","ZRSR2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900487","","","LOC107985650","","","","","","","","","","","","","","","","","","","",""
"LOC107985635","AP4E1","","","","","amplicon_chrX_CPXCR1_0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900488","","","LOC107985651","","","","","","","","","","","","","","","","","","","",""
"LOC107985646","AP4M1","","","","","amplicon_chrX_CSAG1/2/3_0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900490","","","LOC107985652","","","","","","","","","","","","","","","","","","","",""
"LOC107985647","AP4S1","","","","","amplicon_chrX_CSAG1/2/3_1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900491","","","LOC107985653","","","","","","","","","","","","","","","","","","","",""
"LOC107985648","AP5B1","","","","","amplicon_chrX_CSAG1/2/3_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900492","","","LOC107985656","","","","","","","","","","","","","","","","","","","",""
"LOC107985650","AP5M1","","","","","amplicon_chrX_CSAG1/2/3_3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900495","","","LOC107985657","","","","","","","","","","","","","","","","","","","",""
"LOC107985651","AP5S1","","","","","amplicon_chrX_CSAG1/2/3_4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900496","","","LOC107985659","","","","","","","","","","","","","","","","","","","",""
"LOC107985652","AP5Z1","","","","","amplicon_chrX_CT45A1/2/3//6/7/8/9/10_0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900497","","","LOC107985662","","","","","","","","","","","","","","","","","","","",""
"LOC107985653","APAF1","","","","","amplicon_chrX_CT45A1/2/3//6/7/8/9/10_1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900498","","","LOC107985664","","","","","","","","","","","","","","","","","","","",""
"LOC107985656","APBA1","","","","","amplicon_chrX_CT45A1/2/3//6/7/8/9/10_10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900501","","","LOC107985666","","","","","","","","","","","","","","","","","","","",""
"LOC107985657","APBA2","","","","","amplicon_chrX_CT45A1/2/3//6/7/8/9/10_11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900502","","","LOC107985667","","","","","","","","","","","","","","","","","","","",""
"LOC107985659","APBA3","","","","","amplicon_chrX_CT45A1/2/3//6/7/8/9/10_12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900503","","","LOC107985669","","","","","","","","","","","","","","","","","","","",""
"LOC107985662","APBB1","","","","","amplicon_chrX_CT45A1/2/3//6/7/8/9/10_13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900504","","","LOC107985670","","","","","","","","","","","","","","","","","","","",""
"LOC107985664","APBB2","","","","","amplicon_chrX_CT45A1/2/3//6/7/8/9/10_14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124900505","","","LOC107985674","","","","","","","","","","","","","","","","","","","",""
"LOC107985666","APBB3","","","","","amplicon_chrX_CT45A1/2/3//6/7/8/9/10_15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124905175","","","LOC107985675","","","","","","","","","","","","","","","","","","","",""
"LOC107985667","APC","","","","","amplicon_chrX_CT45A1/2/3//6/7/8/9/10_16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LOC124905176","","","LOC107985676","","","","","","","","","","","","","","","","","","","",""
